Class Session Code,Subject Area,Course Catalog Number,Class Number,Course Component Short Description,Class Start Date,End Date,Instruction Mode Description,Facility ID,Start Time,End Time,Derived Meeting Pattern,Instructor Name,Instructor Role Description
1,EDUC-M,440,31754,Lecture,1/12/2026,5/8/2026,Hybrid-On Campus & Online,KOMN052,5:00:00 PM,7:00:00 PM,M,"French,Jenny",Primary Instructor
1,EDUC-M,440,34636,Ind Study,1/12/2026,5/8/2026,Independent/Directed Study, , , , ,"Smith,Amy Linn",Primary Instructor
8W2,EDUC-M,470,35433,Practicum,3/9/2026,5/8/2026,In Person, , , , ,"Marler,Dee Richard",Primary Instructor
1,EDUC-M,480,26763,Practicum,1/12/2026,5/8/2026,In Person,KOOCOC, , , ,"Marler,Dee Richard",Primary Instructor
1,EDUC-M,550,26814,Practicum,1/12/2026,5/8/2026,In Person,KOOCOC, , , ,"Marler,Dee Richard",Primary Instructor
1,EDUC-P,214,27063,Lecture,1/12/2026,5/8/2026,In Person,KOMN281,11:30:00 AM,12:45:00 PM,W,"Marley,Melody Estelle",Primary Instructor
1,EDUC-P,214,27546,Lecture,1/12/2026,5/8/2026,In Person,KOOCOC, , , ,"Newman,Ryan Scott",Primary Instructor
1,EDUC-P,214,27547,Lecture,1/12/2026,5/8/2026,In Person,KOOCOC, , , ,"Smith,Amy Linn",Primary Instructor
1,EDUC-P,214,27548,Lecture,1/12/2026,5/8/2026,In Person,KOOCOC, , , ,"Smith,Amy Linn",Primary Instructor
8W1,EDUC-P,250,28385,Lecture,1/12/2026,3/6/2026,Hybrid-On Campus & Online,KOMN072,10:00:00 AM,11:15:00 AM,TR,"McNeany,Jennifer Ruth",Primary Instructor
1,EDUC-P,290,26754,Lecture,1/12/2026,5/8/2026,In Person,KOOCOC,4:30:00 PM,5:45:00 PM,W,"Eby,Stephen",Primary Instructor
1,EDUC-P,320,27572,Lecture,1/12/2026,5/8/2026,In Person,KOMN176,12:30:00 PM,3:15:00 PM,T,"McNeany,Jennifer Ruth",Primary Instructor
