Class Session Code,Subject Area,Course Catalog Number,Class Number,Course Component Short Description,Class Start Date,End Date,Instruction Mode Description,Facility ID,Start Time,End Time,Derived Meeting Pattern,Instructor Name,Instructor Role Description
1,AHLT-R,222,26753,Lecture,8/25/2025,12/19/2025,In Person,HUNT101,12:00:00 PM,2:30:00 PM,T,"Evelo,Anna Christine",Primary Instructor
1,AHLT-R,250,26754,Lecture,8/25/2025,12/19/2025,In Person,HUNT101,8:30:00 AM,11:00:00 AM,T,"Evelo,Anna Christine",Primary Instructor
1,ANAT-A,215,26697,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,1:00:00 PM,2:15:00 PM,TR,"Houston,Nicole Christina",Secondary Instructor
1,ANAT-A,215,26697,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,1:00:00 PM,2:15:00 PM,TR,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,26697,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,1:00:00 PM,2:15:00 PM,TR,"Rifai,Lina",Primary Instructor
1,ANAT-A,215,27096,Lecture,8/25/2025,12/19/2025,In Person,KOMN201,1:00:00 PM,2:15:00 PM,TR,"Houston,Nicole Christina",Secondary Instructor
1,ANAT-A,215,27096,Lecture,8/25/2025,12/19/2025,In Person,KOMN201,1:00:00 PM,2:15:00 PM,TR,"Wysong,Brandon Carter",Primary Instructor
1,ANAT-A,215,27096,Lecture,8/25/2025,12/19/2025,In Person,KOMN201,1:00:00 PM,2:15:00 PM,TR,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,27309,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,1:00:00 PM,2:15:00 PM,WF,"Houston,Nicole Christina",Secondary Instructor
1,ANAT-A,215,27309,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,1:00:00 PM,2:15:00 PM,WF,"Wysong,Brandon Carter",Primary Instructor
1,ANAT-A,215,27309,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,1:00:00 PM,2:15:00 PM,WF,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,27653,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,5:30:00 PM,6:45:00 PM,TR,"Wysong,Brandon Carter",Primary Instructor
1,ANAT-A,215,27653,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,5:30:00 PM,6:45:00 PM,TR,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30602,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,W,"Houston,Nicole Christina",Primary Instructor
1,ANAT-A,215,30602,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,W,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30603,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,R,"Houston,Nicole Christina",Primary Instructor
1,ANAT-A,215,30603,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,R,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30604,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,F,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,30604,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,F,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30604,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,F,"Church,Nick",Primary Instructor
1,ANAT-A,215,30605,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,R,"Houston,Nicole Christina",Primary Instructor
1,ANAT-A,215,30605,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,R,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,30605,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,R,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30606,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,W,"Houston,Nicole Christina",Primary Instructor
1,ANAT-A,215,30606,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,W,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,30606,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,2:30:00 PM,5:00:00 PM,W,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30607,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,F,"Houston,Nicole Christina",Primary Instructor
1,ANAT-A,215,30607,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,F,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,30607,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,10:00:00 AM,12:30:00 PM,F,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30608,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,7:00:00 PM,9:30:00 PM,T,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,30608,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,7:00:00 PM,9:30:00 PM,T,"Rifai,Lina",Primary Instructor
1,ANAT-A,215,30608,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,7:00:00 PM,9:30:00 PM,T,"Rogers,Allacyn Marie",Primary Instructor
1,ANAT-A,215,30609,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,7:00:00 PM,9:30:00 PM,R,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,30609,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,7:00:00 PM,9:30:00 PM,R,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,30609,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,7:00:00 PM,9:30:00 PM,R,"Ray,Lindsay Nicole",Primary Instructor
1,ANAT-A,215,35327,Lecture,8/25/2025,12/19/2025,In Person,HUNT109,10:00:00 AM,11:15:00 AM,MW,"Rassel,Christine M",Primary Instructor
1,ANAT-A,215,35327,Lecture,8/25/2025,12/19/2025,In Person,HUNT109,10:00:00 AM,11:15:00 AM,MW,"Wysong,Brandon Carter",Secondary Instructor
1,ANAT-A,215,35327,Lecture,8/25/2025,12/19/2025,In Person,HUNT109,10:00:00 AM,11:15:00 AM,MW,"Rifai,Lina",Secondary Instructor
1,ANAT-A,215,35328,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,3:30:00 PM,6:00:00 PM,T,"Rassel,Christine M",Secondary Instructor
1,ANAT-A,215,35328,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,3:30:00 PM,6:00:00 PM,T,"Houston,Nicole Christina",Primary Instructor
1,ANAT-A,215,35328,Laboratory,8/25/2025,12/19/2025,In Person,HUNT129,3:30:00 PM,6:00:00 PM,T,"Rifai,Lina",Secondary Instructor
1,BIOL-L,121,27497,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,8:30:00 AM,9:45:00 AM,MW,"Wysong,Brandon Carter",Primary Instructor
1,BIOL-L,121,27497,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,8:30:00 AM,9:45:00 AM,MW,"Church,Nick",Secondary Instructor
1,BIOL-L,121,27516,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,2:30:00 PM,5:00:00 PM,T,"Wysong,Brandon Carter",Secondary Instructor
1,BIOL-L,121,27516,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,2:30:00 PM,5:00:00 PM,T,"Church,Nick",Primary Instructor
1,BIOL-L,121,27517,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,10:00:00 AM,12:30:00 PM,T,"Wysong,Brandon Carter",Secondary Instructor
1,BIOL-L,121,27517,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,10:00:00 AM,12:30:00 PM,T,"Church,Nick",Primary Instructor
1,BIOL-L,122,27591,Lecture,8/25/2025,12/19/2025,In Person,HUNT209,10:00:00 AM,11:15:00 AM,TR,"Rifai,Lina",Primary Instructor
1,BIOL-L,122,27591,Lecture,8/25/2025,12/19/2025,In Person,HUNT209,10:00:00 AM,11:15:00 AM,TR,"Church,Nick",Secondary Instructor
1,BIOL-L,122,27687,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,10:00:00 AM,12:30:00 PM,W,"Rifai,Lina",Secondary Instructor
1,BIOL-L,122,27687,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,10:00:00 AM,12:30:00 PM,W,"Church,Nick",Primary Instructor
1,BIOL-L,321,26841,Lecture,8/25/2025,12/19/2025,In Person,KOMN101,1:00:00 PM,2:15:00 PM,TR,"Chauret,Christian",Primary Instructor
1,BIOL-L,329,26813,Lecture,8/25/2025,12/19/2025,In Person,HUNT226,8:30:00 AM,9:45:00 AM,MW,"Masuda,Hisako",Primary Instructor
1,BIOL-L,329,26889,Laboratory,8/25/2025,12/19/2025,In Person,HUNT227,10:00:00 AM,12:45:00 PM,MW,"Masuda,Hisako",Primary Instructor
1,BIOL-L,379,29402,Lecture,8/25/2025,12/19/2025,In Person,HUNT209,8:30:00 AM,11:15:00 AM,W,"Rifai,Lina",Primary Instructor
1,BIOL-L,391,29793,Lecture,8/25/2025,12/19/2025,In Person,KOMN106,4:00:00 PM,5:15:00 PM,TR,"Finkler,Michael S.",Primary Instructor
1,BIOL-L,473,27593,Lecture,8/25/2025,12/19/2025,In Person,HUNT109,11:30:00 AM,12:45:00 PM,TR,"Sullivan,T.J.",Primary Instructor
1,BIOL-L,474,27594,Laboratory,8/25/2025,12/19/2025,In Person,HUNT125,2:30:00 PM,6:30:00 PM,W,"Sullivan,T.J.",Primary Instructor
1,BIOL-L,490,27738,Ind Study,8/25/2025,12/19/2025,Independent/Directed Study, , , , ,"Chauret,Christian",Primary Instructor
1,BIOL-L,490,27739,Ind Study,8/25/2025,12/19/2025,Independent/Directed Study, , , , ,"Rifai,Lina",Primary Instructor
1,BIOL-L,490,27741,Ind Study,8/25/2025,12/19/2025,Independent/Directed Study, , , , ,"Finkler,Michael S.",Primary Instructor
1,BUKO-A,522,27077,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,4:00:00 PM,5:15:00 PM,R,"Cox,Steve R",Primary Instructor
1,BUKO-C,577,27833,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,11:30:00 AM,12:45:00 PM,R,"Li,Yiping",Primary Instructor
8W2,BUKO-C,599,37069,Ind Study,10/22/2025,12/19/2025,Independent/Directed Study, , , , ,"Krabbenhoft,Alan George",Primary Instructor
8W2,BUKO-E,542,27184,Lecture,10/22/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,6:00:00 PM,8:45:00 PM,T,"Zhukov,Konstantin",Primary Instructor
8W1,BUKO-J,552,27210,Lecture,8/25/2025,10/17/2025,Hybrid-On Campus & Online,KOMN127,6:00:00 PM,8:45:00 PM,R,"Clayton,Elizabeth Diane",Primary Instructor
1,BUKO-K,544,35714,Lecture,8/25/2025,12/19/2025,In Person, , , , ,"Govindarajulu,Chittibabu",Primary Instructor
1,BUKO-L,506,26995,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,1:00:00 PM,2:15:00 PM,R,"Tamvada,Mallika",Primary Instructor
8W2,BUKO-M,560,26700,Lecture,10/22/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,6:00:00 PM,8:45:00 PM,R,"Li,Yiping",Primary Instructor
8W1,BUKO-Z,542,26701,Lecture,8/25/2025,10/17/2025,Hybrid-On Campus & Online,KOMN127,6:00:00 PM,8:45:00 PM,T,"Smith,Adam R",Primary Instructor
1,BUS-A,201,26853,Lecture,8/25/2025,12/19/2025,In Person,KOMN206,10:00:00 AM,11:15:00 AM,TR,"Kim,Joungyeon",Primary Instructor
1,BUS-A,202,27134,Lecture,8/25/2025,12/19/2025,In Person,KOMN113,2:30:00 PM,3:45:00 PM,TR,"Chimhanda,Tsarai Runyararo",Primary Instructor
1,BUS-A,311,26703,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,2:30:00 PM,3:45:00 PM,R,"Korne,Olga V",Primary Instructor
1,BUS-A,325,27164,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,4:00:00 PM,5:15:00 PM,T,"Cox,Steve R",Primary Instructor
1,BUS-A,328,26704,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,2:30:00 PM,3:45:00 PM,T,"Korne,Olga V",Primary Instructor
1,BUS-A,422,26705,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,4:00:00 PM,5:15:00 PM,R,"Cox,Steve R",Primary Instructor
1,BUS-D,301,27197,Lecture,8/25/2025,12/19/2025,In Person,KELL144,4:00:00 PM,5:15:00 PM,TR,"Ameyaw,Abdul-Kadir",Primary Instructor
1,BUS-F,301,27261,Lecture,8/25/2025,12/19/2025,In Person,KOMN100,11:30:00 AM,12:45:00 PM,TR,"Cox,Steve R",Primary Instructor
1,BUS-F,302,26707,Lecture,8/25/2025,12/19/2025,In Person,KELL144,10:00:00 AM,11:15:00 AM,TR,"Cao,Tim",Primary Instructor
1,BUS-F,414,27388,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KELL144,1:00:00 PM,2:15:00 PM,T,"Cao,Tim",Primary Instructor
1,BUS-J,401,27637,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,10:00:00 AM,11:15:00 AM,T,"Gupta,Jyoti P.",Primary Instructor
1,BUS-J,404,26788,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,10:00:00 AM,11:15:00 AM,R,"Ameyaw,Abdul-Kadir",Primary Instructor
1,BUS-L,201,27330,Lecture,8/25/2025,12/19/2025,In Person,KELL144,10:00:00 AM,11:15:00 AM,MW,"Tamvada,Mallika",Primary Instructor
1,BUS-L,406,27334,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,1:00:00 PM,2:15:00 PM,R,"Tamvada,Mallika",Primary Instructor
1,BUS-M,301,27233,Lecture,8/25/2025,12/19/2025,In Person,KOMN127,2:30:00 PM,3:45:00 PM,TR,"Li,Yiping",Primary Instructor
1,BUS-M,303,30709,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN127,11:30:00 AM,12:45:00 PM,R,"Li,Yiping",Primary Instructor
1,BUS-M,455,26874,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KELL144,2:30:00 PM,3:45:00 PM,T,"Preece,Gloria Lynn",Primary Instructor
1,BUS-P,301,26708,Lecture,8/25/2025,12/19/2025,In Person,KOMN100,1:00:00 PM,2:15:00 PM,TR,"Meybodi,Mohammad Z.",Primary Instructor
1,BUS-P,421,27254,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN100,2:30:00 PM,3:45:00 PM,R,"Meybodi,Mohammad Z.",Primary Instructor
1,BUS-W,100,27539,Lecture,8/25/2025,12/19/2025,In Person,KOMN108,1:00:00 PM,2:15:00 PM,MW,"Byrd,Sarah",Primary Instructor
1,BUS-W,430,27205,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN102,1:00:00 PM,2:15:00 PM,T,"Smith,Adam R",Primary Instructor
1,BUS-X,107,26954,Lecture,8/25/2025,12/19/2025,In Person,KOMN104,10:00:00 AM,11:15:00 AM,TR,"Byrd,Sarah",Primary Instructor
1,BUS-X,107,26955,Lecture,8/25/2025,12/19/2025,In Person,KOMN082,10:00:00 AM,11:15:00 AM,MW,"Leicht,Ashley Marie",Primary Instructor
1,BUS-X,107,26959,Lecture,8/25/2025,12/19/2025,In Person,KELL144,11:30:00 AM,12:45:00 PM,TR,"Byrd,Sarah",Primary Instructor
1,BUS-X,107,27154,Lecture,8/25/2025,12/19/2025,In Person,KOMN206,2:30:00 PM,3:45:00 PM,TR,"Leicht,Ashley Marie",Primary Instructor
1,BUS-X,107,36411,Lecture,8/25/2025,12/19/2025,In Person,KOMN101,11:30:00 AM,12:45:00 PM,MW,"Byrd,Sarah",Primary Instructor
8W2,BUS-X,220,27108,Lecture,10/22/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,1:00:00 PM,2:15:00 PM,R,"Leicht,Ashley Marie",Primary Instructor
8W2,BUS-X,220,27109,Lecture,10/22/2025,12/19/2025,Hybrid-On Campus & Online,KOMN108,1:00:00 PM,2:15:00 PM,T,"Leicht,Ashley Marie",Primary Instructor
1,BUS-X,487,27454,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN105,4:00:00 PM,5:15:00 PM,R,"Geiger,James David",Primary Instructor
1,BUS-Z,302,26838,Lecture,8/25/2025,12/19/2025,In Person,KOMN100,4:00:00 PM,5:15:00 PM,TR,"Gupta,Jyoti P.",Primary Instructor
1,BUS-Z,447,27255,Lecture,8/25/2025,12/19/2025,In Person,KOMN179,11:30:00 AM,12:45:00 PM,TR,"Clayton,Elizabeth Diane",Primary Instructor
1,CHEM-C,100,26711,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,11:30:00 AM,12:45:00 PM,MW,"Wilson,Linda Wright",Primary Instructor
1,CHEM-C,105,26712,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,8:30:00 AM,9:45:00 AM,TRF,"Masuda,Hisako",Primary Instructor
1,CHEM-C,109,26797,Lecture,8/25/2025,12/19/2025,In Person,HUNT116,10:00:00 AM,11:15:00 AM,MW,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,120,26713,Laboratory,8/25/2025,12/19/2025,In Person,HUNT231,3:30:00 PM,5:00:00 PM,M,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,120,26713,Laboratory,8/25/2025,12/19/2025,In Person,HUNT226,2:30:00 PM,3:30:00 PM,M,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,123,34304,Lecture,8/25/2025,12/19/2025,In Person,KOMN179,2:30:00 PM,3:45:00 PM,MW,"Wilson,Linda Wright",Primary Instructor
1,CHEM-C,125,26714,Laboratory,8/25/2025,12/19/2025,In Person,HUNT226,10:00:00 AM,11:00:00 AM,T,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,26714,Laboratory,8/25/2025,12/19/2025,In Person,HUNT231,11:00:00 AM,12:30:00 PM,T,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,26715,Laboratory,8/25/2025,12/19/2025,In Person,HUNT226,10:00:00 AM,11:00:00 AM,R,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,26715,Laboratory,8/25/2025,12/19/2025,In Person,HUNT231,11:00:00 AM,12:30:00 PM,R,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,26716,Laboratory,8/25/2025,12/19/2025,In Person,HUNT226,10:00:00 AM,11:00:00 AM,F,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,26716,Laboratory,8/25/2025,12/19/2025,In Person,HUNT231,11:00:00 AM,12:30:00 PM,F,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,27498,Lecture,8/25/2025,12/19/2025,In Person,HUNT226,2:30:00 PM,3:30:00 PM,R,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,125,27498,Lecture,8/25/2025,12/19/2025,In Person,HUNT231,3:30:00 PM,5:00:00 PM,R,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,129,27310,Laboratory,8/25/2025,12/19/2025,In Person,HUNT231,3:30:00 PM,5:00:00 PM,T,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,129,27310,Laboratory,8/25/2025,12/19/2025,In Person,HUNT226,2:30:00 PM,3:30:00 PM,T,"Tanner,Amanda Sharon",Primary Instructor
1,CHEM-C,329,26810,Lecture,8/25/2025,12/19/2025,In Person,HUNT226,8:30:00 AM,9:45:00 AM,MW,"Masuda,Hisako",Primary Instructor
1,CHEM-C,329,26890,Laboratory,8/25/2025,12/19/2025,In Person,HUNT227,10:00:00 AM,12:45:00 PM,MW,"Masuda,Hisako",Primary Instructor
1,CHEM-C,341,26717,Lecture,8/25/2025,12/19/2025,In Person,KOMN101,11:30:00 AM,12:45:00 PM,F,"Hossain,Mohammad",Primary Instructor
1,CHEM-C,341,26717,Lecture,8/25/2025,12/19/2025,In Person,KOMN101,8:30:00 AM,9:45:00 AM,MW,"Hossain,Mohammad",Primary Instructor
1,CHEM-C,343,26718,Laboratory,8/25/2025,12/19/2025,In Person,KOMN101,10:00:00 AM,11:00:00 AM,M,"Hossain,Mohammad",Primary Instructor
1,CHEM-C,343,26718,Laboratory,8/25/2025,12/19/2025,In Person,HUNT232,2:30:00 PM,5:30:00 PM,W,"Deyo,Sara M",Primary Instructor
1,CHEM-C,343,26815,Laboratory,8/25/2025,12/19/2025,In Person,HUNT232,10:00:00 AM,1:00:00 PM,W,"Hossain,Mohammad",Primary Instructor
1,CHEM-C,343,26815,Laboratory,8/25/2025,12/19/2025,In Person,KOMN101,10:00:00 AM,11:00:00 AM,M,"Hossain,Mohammad",Primary Instructor
1,CHEM-C,409,36861,Research,8/25/2025,12/19/2025,In Person, , , , ,"Masuda,Hisako",Primary Instructor
1,CHEM-Y,398,37608,Ind Study,8/25/2025,12/19/2025,Independent/Directed Study, , , , ,"Masuda,Hisako",Primary Instructor
1,CJHS-J,101,26823,Lecture,8/25/2025,12/19/2025,In Person,KOE103,10:00:00 AM,11:15:00 AM,MW,"Fisher,Kelly Lynn",Primary Instructor
1,CJHS-J,101,27214,Lecture,8/25/2025,12/19/2025,In Person,KOE103,1:00:00 PM,2:15:00 PM,MW,"Fisher,Kelly Lynn",Primary Instructor
1,CJHS-J,305,26799,Lecture,8/25/2025,12/19/2025,In Person,KOE103,10:00:00 AM,11:15:00 AM,TR,"Brown,Kelly L",Primary Instructor
1,CJHS-J,321,26828,Lecture,8/25/2025,12/19/2025,In Person,KOE103,1:00:00 PM,2:15:00 PM,TR,"Kinney,Sean P",Primary Instructor
1,CJHS-J,322,26880,Lecture,8/25/2025,12/19/2025,In Person,KOE103,2:30:00 PM,3:45:00 PM,TR,"Kinney,Sean P",Primary Instructor
1,CJHS-J,401,29977,Seminar,8/25/2025,12/19/2025,In Person,KOMN179,1:00:00 PM,2:15:00 PM,TR,"Felts,Chris",Primary Instructor
1,CSCI-B,100,27315,Lecture,8/25/2025,12/19/2025,In Person,HUNT201,8:30:00 AM,10:15:00 AM,MW,"Aktaruzzaman,Md",Primary Instructor
1,CSCI-B,401,27244,Lecture,8/25/2025,12/19/2025,In Person,KOMN281,11:30:00 AM,12:45:00 PM,TR,"Aktaruzzaman,Md",Primary Instructor
1,CSCI-B,438,27535,Lecture,8/25/2025,12/19/2025,In Person,KOMN111,4:00:00 PM,5:15:00 PM,MW,"Mairaj,Aakif",Primary Instructor
1,CSCI-C,101,26996,Lecture,8/25/2025,12/19/2025,In Person,HUNT201,8:30:00 AM,10:15:00 AM,TR,"Liu,Yang",Primary Instructor
1,CSCI-C,101,29615,Lecture,8/25/2025,12/19/2025,In Person,HUNT201,1:00:00 PM,2:15:00 PM,F,"Liu,Hong",Primary Instructor
1,CSCI-C,201,26997,Lecture,8/25/2025,12/19/2025,In Person,HUNT201,10:30:00 AM,12:15:00 PM,TR,"Mairaj,Aakif",Primary Instructor
1,CSCI-C,308,27700,Lecture,8/25/2025,12/19/2025,In Person,HUNT224,1:00:00 PM,2:15:00 PM,TR,"Aktaruzzaman,Md",Primary Instructor
1,CSCI-C,343,27087,Lecture,8/25/2025,12/19/2025,In Person,HUNT224,8:30:00 AM,10:15:00 AM,MW,"Liu,Hong",Primary Instructor
1,CSCI-C,436,27088,Lecture,8/25/2025,12/19/2025,In Person,HUNT201,2:30:00 PM,3:45:00 PM,MW,"Mairaj,Aakif",Primary Instructor
1,DPIS-D,285,27716,Ind Study,8/25/2025,12/19/2025,In Person, , , , ,"Tebbe,Amelia Nora",Primary Instructor
1,ECON-E,201,26719,Lecture,8/25/2025,12/19/2025,In Person,KOMN113,11:30:00 AM,12:45:00 PM,TR,"Zhukov,Konstantin",Primary Instructor
1,ECON-E,202,26720,Lecture,8/25/2025,12/19/2025,In Person,KELL144,1:00:00 PM,2:15:00 PM,MW,"Krabbenhoft,Alan George",Primary Instructor
1,ECON-E,270,26721,Lecture,8/25/2025,12/19/2025,In Person,KELL144,11:30:00 AM,12:45:00 PM,MW,"Geiger,James David",Primary Instructor
1,EDUC-E,325,27612,Lecture,8/25/2025,12/19/2025,Internship/Practica,KOMN287,4:30:00 PM,7:15:00 PM,M,"Lepley,Kristin",Primary Instructor
1,EDUC-E,325,31001,Practicum,8/25/2025,12/19/2025,In Person,KOOCOC, , , ,"Lepley,Kristin",Primary Instructor
1,EDUC-E,328,29630,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN176,4:45:00 PM,6:00:00 PM,T,"Wang,Lu",Primary Instructor
1,EDUC-E,328,29631,Practicum,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOOCOC,8:30:00 AM,12:00:00 PM,W,"Wang,Lu",Primary Instructor
1,EDUC-E,336,27425,Lecture,8/25/2025,12/19/2025,Hybrid-On Campus & Online,KOMN206,5:30:00 PM,7:00:00 PM,M,"Parisi,Kristin",Primary Instructor
